#No.: ETA value [eV], r0, sigma
No.197: 0.926141, 6.200000000000004, 7.0
No.198: 0.927902, 6.400000000000004, 7.0
No.199: 0.929222, 6.600000000000004, 7.0
No.200: 0.930048, 6.800000000000004, 7.0
No.201: 0.930308, 7.000000000000004, 7.0
No.202: 0.930105, 7.200000000000005, 7.0
No.203: 0.929542, 7.400000000000005, 7.0
No.204: 0.928794, 7.600000000000005, 7.0
No.205: 0.927891, 7.800000000000005, 7.0
No.206: 0.92689, 8.000000000000005, 7.0
No.207: 0.925807, 8.200000000000006, 7.0
No.208: 0.924696, 8.400000000000006, 7.0
No.209: 0.923785, 8.600000000000005, 7.0
No.210: 0.923045, 8.800000000000006, 7.0

No.211: 0.923045, 2.0, 8.0
No.212: 0.923045, 2.2, 8.0
No.213: 0.532633, 2.4000000000000004, 8.0
No.214: 0.672458, 2.6000000000000005, 8.0
No.215: 0.784573, 2.8000000000000007, 8.0
No.216: 0.866988, 3.000000000000001, 8.0
No.217: 0.920312, 3.200000000000001, 8.0
No.218: 0.945432, 3.4000000000000012, 8.0
No.219: 0.94908, 3.6000000000000014, 8.0
No.220: 0.938971, 3.8000000000000016, 8.0
No.221: 0.92518, 4.000000000000002, 8.0
No.222: 0.910874, 4.200000000000002, 8.0
No.223: 0.898501, 4.400000000000002, 8.0
No.224: 0.895063, 4.600000000000002, 8.0
No.225: 0.901004, 4.8000000000000025, 8.0
No.226: 0.908072, 5.000000000000003, 8.0
No.227: 0.915585, 5.200000000000003, 8.0
No.228: 0.921333, 5.400000000000003, 8.0
No.229: 0.925223, 5.600000000000003, 8.0
No.230: 0.92798, 5.800000000000003, 8.0
No.231: 0.930054, 6.0000000000000036, 8.0
No.232: 0.931331, 6.200000000000004, 8.0
No.233: 0.93229, 6.400000000000004, 8.0
No.234: 0.932826, 6.600000000000004, 8.0
No.235: 0.932898, 6.800000000000004, 8.0
No.236: 0.932626, 7.000000000000004, 8.0
No.237: 0.931972, 7.200000000000005, 8.0
No.238: 0.931119, 7.400000000000005, 8.0
No.239: 0.93012, 7.600000000000005, 8.0
No.240: 0.928931, 7.800000000000005, 8.0
No.241: 0.927641, 8.000000000000005, 8.0
No.242: 0.92634, 8.200000000000006, 8.0
No.243: 0.925262, 8.400000000000006, 8.0
No.244: 0.924283, 8.600000000000005, 8.0
No.245: 0.923432, 8.800000000000006, 8.0

No.246: 0.923432, 2.0, 9.0
No.247: 0.923432, 2.2, 9.0
No.248: 0.518523, 2.4000000000000004, 9.0
No.249: 0.518523, 2.6000000000000005, 9.0
No.250: 0.780221, 2.8000000000000007, 9.0
No.251: 0.863595, 3.000000000000001, 9.0
No.252: 0.921918, 3.200000000000001, 9.0
No.253: 0.954082, 3.4000000000000012, 9.0
No.254: 0.963276, 3.6000000000000014, 9.0
No.255: 0.955128, 3.8000000000000016, 9.0
No.256: 0.939252, 4.000000000000002, 9.0
No.257: 0.9209, 4.200000000000002, 9.0
No.258: 0.904433, 4.400000000000002, 9.0
No.259: 0.898333, 4.600000000000002, 9.0
No.260: 0.905526, 4.8000000000000025, 9.0
No.261: 0.915034, 5.000000000000003, 9.0
No.262: 0.923249, 5.200000000000003, 9.0
No.263: 0.928848, 5.400000000000003, 9.0
No.264: 0.93209, 5.600000000000003, 9.0
No.265: 0.933693, 5.800000000000003, 9.0
No.266: 0.934614, 6.0000000000000036, 9.0
No.267: 0.934795, 6.200000000000004, 9.0
No.268: 0.934877, 6.400000000000004, 9.0
No.269: 0.934685, 6.600000000000004, 9.0
No.270: 0.934203, 6.800000000000004, 9.0
No.271: 0.933456, 7.000000000000004, 9.0
No.272: 0.932665, 7.200000000000005, 9.0
No.273: 0.9317, 7.400000000000005, 9.0
No.274: 0.930587, 7.600000000000005, 9.0
No.275: 0.929319, 7.800000000000005, 9.0
No.276: 0.928, 8.000000000000005, 9.0
No.277: 0.926747, 8.200000000000006, 9.0
No.278: 0.925645, 8.400000000000006, 9.0
No.279: 0.924606, 8.600000000000005, 9.0
No.280: 0.923618, 8.800000000000006, 9.0

No.281: 0.923618, 2.0, 10.0
No.282: 0.923618, 2.2, 10.0
No.283: 0.923618, 2.4000000000000004, 10.0
No.284: 0.923618, 2.6000000000000005, 10.0
No.285: 0.923618, 2.8000000000000007, 10.0
No.286: 0.854509, 3.000000000000001, 10.0
No.287: 0.854509, 3.200000000000001, 10.0
No.288: 0.854509, 3.4000000000000012, 10.0
No.289: 0.969415, 3.6000000000000014, 10.0
No.290: 0.96751, 3.8000000000000016, 10.0
No.291: 0.953198, 4.000000000000002, 10.0
No.292: 0.932672, 4.200000000000002, 10.0
No.293: 0.911951, 4.400000000000002, 10.0
No.294: 0.899177, 4.600000000000002, 10.0
No.295: 0.906613, 4.8000000000000025, 10.0
No.296: 0.918321, 5.000000000000003, 10.0
No.297: 0.928125, 5.200000000000003, 10.0
No.298: 0.934176, 5.400000000000003, 10.0
No.299: 0.937382, 5.600000000000003, 10.0
No.300: 0.938379, 5.800000000000003, 10.0
No.301: 0.938358, 6.0000000000000036, 10.0
No.302: 0.93761, 6.200000000000004, 10.0
No.303: 0.936763, 6.400000000000004, 10.0
No.304: 0.935745, 6.600000000000004, 10.0
No.305: 0.934755, 6.800000000000004, 10.0
No.306: 0.933759, 7.000000000000004, 10.0
No.307: 0.932793, 7.200000000000005, 10.0
No.308: 0.931754, 7.400000000000005, 10.0
No.309: 0.930636, 7.600000000000005, 10.0
No.310: 0.92945, 7.800000000000005, 10.0
No.311: 0.928176, 8.000000000000005, 10.0
No.312: 0.927027, 8.200000000000006, 10.0
No.313: 0.92596, 8.400000000000006, 10.0
No.314: 0.924882, 8.600000000000005, 10.0
No.315: 0.923858, 8.800000000000006, 10.0

No.316: 0.923858, 2.0, 11.0
No.317: 0.923858, 2.2, 11.0
No.318: 0.923858, 2.4000000000000004, 11.0
No.319: 0.923858, 2.6000000000000005, 11.0
No.320: 0.923858, 2.8000000000000007, 11.0
No.321: 0.845196, 3.000000000000001, 11.0
No.322: 0.903414, 3.200000000000001, 11.0
No.323: 0.903414, 3.4000000000000012, 11.0
No.324: 0.967236, 3.6000000000000014, 11.0
No.325: 0.967236, 3.8000000000000016, 11.0
No.326: 0.967236, 4.000000000000002, 11.0
No.327: 0.967236, 4.200000000000002, 11.0
No.328: 0.922241, 4.400000000000002, 11.0
No.329: 0.902193, 4.600000000000002, 11.0
No.330: 0.905036, 4.8000000000000025, 11.0
No.331: 0.918135, 5.000000000000003, 11.0
No.332: 0.92992, 5.200000000000003, 11.0
No.333: 0.937353, 5.400000000000003, 11.0
No.334: 0.941265, 5.600000000000003, 11.0
No.335: 0.942345, 5.800000000000003, 11.0
No.336: 0.941879, 6.0000000000000036, 11.0
No.337: 0.940326, 6.200000000000004, 11.0
No.338: 0.938636, 6.400000000000004, 11.0
No.339: 0.936772, 6.600000000000004, 11.0
No.340: 0.93518, 6.800000000000004, 11.0
No.341: 0.933841, 7.000000000000004, 11.0
No.342: 0.932644, 7.200000000000005, 11.0
No.343: 0.931537, 7.400000000000005, 11.0
No.344: 0.930516, 7.600000000000005, 11.0
No.345: 0.929383, 7.800000000000005, 11.0
No.346: 0.928296, 8.000000000000005, 11.0
No.347: 0.92724, 8.200000000000006, 11.0
No.348: 0.926273, 8.400000000000006, 11.0
No.349: 0.925172, 8.600000000000005, 11.0
No.350: 0.924117, 8.800000000000006, 11.0

