#No.: ETA value [eV], r0, sigma
No.1812: 0.334038, 8.100000000000005, 7.000000000000004
No.1813: 0.345215, 8.200000000000006, 7.000000000000004
No.1814: 0.356875, 8.300000000000006, 7.000000000000004
No.1815: 0.368528, 8.400000000000006, 7.000000000000004
No.1816: 0.361673, 8.500000000000005, 7.000000000000004
No.1817: 0.370418, 8.600000000000005, 7.000000000000004
No.1818: 0.408009, 8.700000000000006, 7.000000000000004
No.1819: 0.46346, 8.800000000000006, 7.000000000000004
No.1820: 99999.999, 8.900000000000006, 7.000000000000004

No.1821: 1.828401, 2.0, 7.200000000000005
No.1822: 1.850311, 2.1, 7.200000000000005
No.1823: 1.830862, 2.2, 7.200000000000005
No.1824: 1.78992, 2.3000000000000003, 7.200000000000005
No.1825: 1.78992, 2.4000000000000004, 7.200000000000005
No.1826: 1.78992, 2.5000000000000004, 7.200000000000005
No.1827: 1.78992, 2.6000000000000005, 7.200000000000005
No.1828: 1.364639, 2.7000000000000006, 7.200000000000005
No.1829: 1.042065, 2.8000000000000007, 7.200000000000005
No.1830: 0.797619, 2.900000000000001, 7.200000000000005
No.1831: 0.586908, 3.000000000000001, 7.200000000000005
No.1832: 0.48575, 3.100000000000001, 7.200000000000005
No.1833: 0.412029, 3.200000000000001, 7.200000000000005
No.1834: 0.385344, 3.300000000000001, 7.200000000000005
No.1835: 0.372015, 3.4000000000000012, 7.200000000000005
No.1836: 0.363465, 3.5000000000000013, 7.200000000000005
No.1837: 0.355522, 3.6000000000000014, 7.200000000000005
No.1838: 0.346817, 3.7000000000000015, 7.200000000000005
No.1839: 0.335745, 3.8000000000000016, 7.200000000000005
No.1840: 0.321701, 3.9000000000000017, 7.200000000000005
No.1841: 0.305066, 4.000000000000002, 7.200000000000005
No.1842: 0.284512, 4.100000000000001, 7.200000000000005
No.1843: 0.264816, 4.200000000000002, 7.200000000000005
No.1844: 0.247037, 4.3000000000000025, 7.200000000000005
No.1845: 0.231963, 4.400000000000002, 7.200000000000005
No.1846: 0.220748, 4.500000000000002, 7.200000000000005
No.1847: 0.229239, 4.600000000000002, 7.200000000000005
No.1848: 0.241393, 4.700000000000003, 7.200000000000005
No.1849: 0.257765, 4.8000000000000025, 7.200000000000005
No.1850: 0.235916, 4.900000000000002, 7.200000000000005
No.1851: 0.212616, 5.000000000000003, 7.200000000000005
No.1852: 0.195818, 5.100000000000003, 7.200000000000005
No.1853: 0.18343, 5.200000000000003, 7.200000000000005
No.1854: 0.174251, 5.3000000000000025, 7.200000000000005
No.1855: 0.167594, 5.400000000000003, 7.200000000000005
No.1856: 0.163194, 5.5000000000000036, 7.200000000000005
No.1857: 0.162668, 5.600000000000003, 7.200000000000005
No.1858: 0.164701, 5.700000000000003, 7.200000000000005
No.1859: 0.167761, 5.800000000000003, 7.200000000000005
No.1860: 0.171255, 5.900000000000004, 7.200000000000005
No.1861: 0.175596, 6.0000000000000036, 7.200000000000005
No.1862: 0.181698, 6.100000000000003, 7.200000000000005
No.1863: 0.188015, 6.200000000000004, 7.200000000000005
No.1864: 0.19524, 6.300000000000004, 7.200000000000005
No.1865: 0.203381, 6.400000000000004, 7.200000000000005
No.1866: 0.212257, 6.5000000000000036, 7.200000000000005
No.1867: 0.221377, 6.600000000000004, 7.200000000000005
No.1868: 0.230822, 6.700000000000005, 7.200000000000005
No.1869: 0.240566, 6.800000000000004, 7.200000000000005
No.1870: 0.250822, 6.900000000000004, 7.200000000000005
No.1871: 0.261514, 7.000000000000004, 7.200000000000005
No.1872: 0.272815, 7.100000000000005, 7.200000000000005
No.1873: 0.285112, 7.200000000000005, 7.200000000000005
No.1874: 0.295688, 7.300000000000004, 7.200000000000005
No.1875: 0.304041, 7.400000000000005, 7.200000000000005
No.1876: 0.311846, 7.500000000000005, 7.200000000000005
No.1877: 0.318293, 7.600000000000005, 7.200000000000005
No.1878: 0.316057, 7.700000000000005, 7.200000000000005
No.1879: 0.315906, 7.800000000000005, 7.200000000000005
No.1880: 0.320713, 7.900000000000006, 7.200000000000005
No.1881: 0.328732, 8.000000000000005, 7.200000000000005
No.1882: 0.340158, 8.100000000000005, 7.200000000000005
No.1883: 0.340158, 8.200000000000006, 7.200000000000005
No.1884: 0.363866, 8.300000000000006, 7.200000000000005
No.1885: 0.371172, 8.400000000000006, 7.200000000000005
No.1886: 0.361958, 8.500000000000005, 7.200000000000005
No.1887: 0.392035, 8.600000000000005, 7.200000000000005
No.1888: 0.443667, 8.700000000000006, 7.200000000000005
No.1889: 99999.999, 8.800000000000006, 7.200000000000005
No.1890: 99999.999, 8.900000000000006, 7.200000000000005

No.1891: 1.829796, 2.0, 7.400000000000005
No.1892: 1.848634, 2.1, 7.400000000000005
No.1893: 1.848634, 2.2, 7.400000000000005
No.1894: 1.792244, 2.3000000000000003, 7.400000000000005
No.1895: 1.742422, 2.4000000000000004, 7.400000000000005
No.1896: 1.679455, 2.5000000000000004, 7.400000000000005
No.1897: 1.587513, 2.6000000000000005, 7.400000000000005
No.1898: 1.398917, 2.7000000000000006, 7.400000000000005
No.1899: 1.065025, 2.8000000000000007, 7.400000000000005
No.1900: 0.820219, 2.900000000000001, 7.400000000000005
No.1901: 0.599943, 3.000000000000001, 7.400000000000005
No.1902: 0.491433, 3.100000000000001, 7.400000000000005
No.1903: 0.413272, 3.200000000000001, 7.400000000000005
No.1904: 0.383563, 3.300000000000001, 7.400000000000005
No.1905: 0.369674, 3.4000000000000012, 7.400000000000005
No.1906: 0.361358, 3.5000000000000013, 7.400000000000005
No.1907: 0.354224, 3.6000000000000014, 7.400000000000005
No.1908: 0.346531, 3.7000000000000015, 7.400000000000005
No.1909: 0.335909, 3.8000000000000016, 7.400000000000005
No.1910: 0.32209, 3.9000000000000017, 7.400000000000005
No.1911: 0.305706, 4.000000000000002, 7.400000000000005
No.1912: 0.285544, 4.100000000000001, 7.400000000000005
No.1913: 0.265514, 4.200000000000002, 7.400000000000005
No.1914: 0.247452, 4.3000000000000025, 7.400000000000005
No.1915: 0.232185, 4.400000000000002, 7.400000000000005
No.1916: 0.220594, 4.500000000000002, 7.400000000000005
No.1917: 0.228493, 4.600000000000002, 7.400000000000005
No.1918: 0.239991, 4.700000000000003, 7.400000000000005
No.1919: 0.255758, 4.8000000000000025, 7.400000000000005
No.1920: 0.235693, 4.900000000000002, 7.400000000000005
No.1921: 0.212807, 5.000000000000003, 7.400000000000005
No.1922: 0.196082, 5.100000000000003, 7.400000000000005
No.1923: 0.183548, 5.200000000000003, 7.400000000000005
No.1924: 0.174237, 5.3000000000000025, 7.400000000000005
No.1925: 0.167367, 5.400000000000003, 7.400000000000005
No.1926: 0.162996, 5.5000000000000036, 7.400000000000005
No.1927: 0.162703, 5.600000000000003, 7.400000000000005
No.1928: 0.164793, 5.700000000000003, 7.400000000000005
No.1929: 0.167864, 5.800000000000003, 7.400000000000005
No.1930: 0.171455, 5.900000000000004, 7.400000000000005
No.1931: 0.176207, 6.0000000000000036, 7.400000000000005
No.1932: 0.182405, 6.100000000000003, 7.400000000000005
No.1933: 0.188914, 6.200000000000004, 7.400000000000005
No.1934: 0.19654, 6.300000000000004, 7.400000000000005
No.1935: 0.205029, 6.400000000000004, 7.400000000000005
No.1936: 0.214136, 6.5000000000000036, 7.400000000000005
No.1937: 0.223629, 6.600000000000004, 7.400000000000005
No.1938: 0.233311, 6.700000000000005, 7.400000000000005
No.1939: 0.243466, 6.800000000000004, 7.400000000000005
No.1940: 0.254079, 6.900000000000004, 7.400000000000005
No.1941: 0.265114, 7.000000000000004, 7.400000000000005
No.1942: 0.276945, 7.100000000000005, 7.400000000000005
No.1943: 0.289343, 7.200000000000005, 7.400000000000005
No.1944: 0.299274, 7.300000000000004, 7.400000000000005
No.1945: 0.307459, 7.400000000000005, 7.400000000000005
No.1946: 0.315009, 7.500000000000005, 7.400000000000005
No.1947: 0.31783, 7.600000000000005, 7.400000000000005
No.1948: 0.31545, 7.700000000000005, 7.400000000000005
No.1949: 0.318265, 7.800000000000005, 7.400000000000005
No.1950: 0.323998, 7.900000000000006, 7.400000000000005
No.1951: 0.334508, 8.000000000000005, 7.400000000000005
No.1952: 0.346232, 8.100000000000005, 7.400000000000005
No.1953: 0.358369, 8.200000000000006, 7.400000000000005
No.1954: 0.370352, 8.300000000000006, 7.400000000000005
No.1955: 0.359171, 8.400000000000006, 7.400000000000005
No.1956: 0.376229, 8.500000000000005, 7.400000000000005
No.1957: 0.421829, 8.600000000000005, 7.400000000000005
No.1958: 0.483961, 8.700000000000006, 7.400000000000005
No.1959: 99999.999, 8.800000000000006, 7.400000000000005
No.1960: 99999.999, 8.900000000000006, 7.400000000000005

No.1961: 1.831788, 2.0, 7.600000000000005
No.1962: 1.831788, 2.1, 7.600000000000005
No.1963: 1.831788, 2.2, 7.600000000000005
No.1964: 1.793014, 2.3000000000000003, 7.600000000000005
No.1965: 1.746274, 2.4000000000000004, 7.600000000000005
No.1966: 1.688246, 2.5000000000000004, 7.600000000000005
No.1967: 1.602013, 2.6000000000000005, 7.600000000000005
No.1968: 1.432251, 2.7000000000000006, 7.600000000000005
No.1969: 1.087791, 2.8000000000000007, 7.600000000000005
No.1970: 0.843458, 2.900000000000001, 7.600000000000005
No.1971: 0.614407, 3.000000000000001, 7.600000000000005
No.1972: 0.49835, 3.100000000000001, 7.600000000000005
No.1973: 0.41565, 3.200000000000001, 7.600000000000005
No.1974: 0.38249, 3.300000000000001, 7.600000000000005
No.1975: 0.367494, 3.4000000000000012, 7.600000000000005
No.1976: 0.359227, 3.5000000000000013, 7.600000000000005
No.1977: 0.352809, 3.6000000000000014, 7.600000000000005
No.1978: 0.34605, 3.7000000000000015, 7.600000000000005
No.1979: 0.335976, 3.8000000000000016, 7.600000000000005
No.1980: 0.322441, 3.9000000000000017, 7.600000000000005
No.1981: 0.306185, 4.000000000000002, 7.600000000000005
No.1982: 0.286625, 4.100000000000001, 7.600000000000005
No.1983: 0.266442, 4.200000000000002, 7.600000000000005
No.1984: 0.248107, 4.3000000000000025, 7.600000000000005
No.1985: 0.232525, 4.400000000000002, 7.600000000000005
No.1986: 0.220585, 4.500000000000002, 7.600000000000005
No.1987: 0.227875, 4.600000000000002, 7.600000000000005
No.1988: 0.238808, 4.700000000000003, 7.600000000000005
No.1989: 0.253887, 4.8000000000000025, 7.600000000000005
No.1990: 0.236082, 4.900000000000002, 7.600000000000005
No.1991: 0.213453, 5.000000000000003, 7.600000000000005
No.1992: 0.196683, 5.100000000000003, 7.600000000000005
No.1993: 0.184036, 5.200000000000003, 7.600000000000005
No.1994: 0.174477, 5.3000000000000025, 7.600000000000005
No.1995: 0.167421, 5.400000000000003, 7.600000000000005
No.1996: 0.162983, 5.5000000000000036, 7.600000000000005
No.1997: 0.162832, 5.600000000000003, 7.600000000000005
No.1998: 0.164986, 5.700000000000003, 7.600000000000005
No.1999: 0.168082, 5.800000000000003, 7.600000000000005
No.2000: 0.171574, 5.900000000000004, 7.600000000000005
No.2001: 0.176783, 6.0000000000000036, 7.600000000000005
No.2002: 0.183024, 6.100000000000003, 7.600000000000005
No.2003: 0.189813, 6.200000000000004, 7.600000000000005
No.2004: 0.197782, 6.300000000000004, 7.600000000000005
No.2005: 0.206572, 6.400000000000004, 7.600000000000005
No.2006: 0.215962, 6.5000000000000036, 7.600000000000005
No.2007: 0.225728, 6.600000000000004, 7.600000000000005
No.2008: 0.235782, 6.700000000000005, 7.600000000000005
No.2009: 0.246287, 6.800000000000004, 7.600000000000005
No.2010: 0.257243, 6.900000000000004, 7.600000000000005
No.2011: 0.268771, 7.000000000000004, 7.600000000000005
No.2012: 0.281147, 7.100000000000005, 7.600000000000005
No.2013: 0.293427, 7.200000000000005, 7.600000000000005
No.2014: 0.302751, 7.300000000000004, 7.600000000000005
No.2015: 0.31062, 7.400000000000005, 7.600000000000005
No.2016: 0.318425, 7.500000000000005, 7.600000000000005
No.2017: 0.317505, 7.600000000000005, 7.600000000000005
No.2018: 0.315727, 7.700000000000005, 7.600000000000005
No.2019: 0.320296, 7.800000000000005, 7.600000000000005
No.2020: 0.328164, 7.900000000000006, 7.600000000000005
No.2021: 0.340075, 8.000000000000005, 7.600000000000005
No.2022: 0.352234, 8.100000000000005, 7.600000000000005
No.2023: 0.36465, 8.200000000000006, 7.600000000000005
No.2024: 0.368057, 8.300000000000006, 7.600000000000005
No.2025: 0.363371, 8.400000000000006, 7.600000000000005
No.2026: 0.398617, 8.500000000000005, 7.600000000000005
No.2027: 0.456806, 8.600000000000005, 7.600000000000005
No.2028: 99999.999, 8.700000000000006, 7.600000000000005
No.2029: 99999.999, 8.800000000000006, 7.600000000000005
No.2030: 99999.999, 8.900000000000006, 7.600000000000005

No.2031: 1.834847, 2.0, 7.800000000000005
No.2032: 1.834847, 2.1, 7.800000000000005
No.2033: 1.827282, 2.2, 7.800000000000005
No.2034: 1.792291, 2.3000000000000003, 7.800000000000005
No.2035: 1.747966, 2.4000000000000004, 7.800000000000005
No.2036: 1.694923, 2.5000000000000004, 7.800000000000005
No.2037: 1.614791, 2.6000000000000005, 7.800000000000005
No.2038: 1.464529, 2.7000000000000006, 7.800000000000005
No.2039: 1.11036, 2.8000000000000007, 7.800000000000005
No.2040: 0.867176, 2.900000000000001, 7.800000000000005
No.2041: 0.630251, 3.000000000000001, 7.800000000000005
No.2042: 0.506441, 3.100000000000001, 7.800000000000005
No.2043: 0.41934, 3.200000000000001, 7.800000000000005
No.2044: 0.382029, 3.300000000000001, 7.800000000000005
No.2045: 0.365599, 3.4000000000000012, 7.800000000000005
No.2046: 0.357206, 3.5000000000000013, 7.800000000000005
No.2047: 0.35132, 3.6000000000000014, 7.800000000000005
No.2048: 0.345375, 3.7000000000000015, 7.800000000000005
No.2049: 0.335865, 3.8000000000000016, 7.800000000000005
No.2050: 0.322664, 3.9000000000000017, 7.800000000000005
No.2051: 0.306499, 4.000000000000002, 7.800000000000005
No.2052: 0.287699, 4.100000000000001, 7.800000000000005
No.2053: 0.267468, 4.200000000000002, 7.800000000000005
No.2054: 0.24878, 4.3000000000000025, 7.800000000000005
No.2055: 0.233026, 4.400000000000002, 7.800000000000005
No.2056: 0.220831, 4.500000000000002, 7.800000000000005
No.2057: 0.227623, 4.600000000000002, 7.800000000000005
No.2058: 0.237806, 4.700000000000003, 7.800000000000005
No.2059: 0.252176, 4.8000000000000025, 7.800000000000005
No.2060: 0.23673, 4.900000000000002, 7.800000000000005
No.2061: 0.214474, 5.000000000000003, 7.800000000000005
No.2062: 0.197698, 5.100000000000003, 7.800000000000005
No.2063: 0.184908, 5.200000000000003, 7.800000000000005
No.2064: 0.17512, 5.3000000000000025, 7.800000000000005
No.2065: 0.167732, 5.400000000000003, 7.800000000000005
No.2066: 0.163223, 5.5000000000000036, 7.800000000000005
No.2067: 0.163111, 5.600000000000003, 7.800000000000005
No.2068: 0.165242, 5.700000000000003, 7.800000000000005
No.2069: 0.168311, 5.800000000000003, 7.800000000000005
No.2070: 0.171782, 5.900000000000004, 7.800000000000005
No.2071: 0.177283, 6.0000000000000036, 7.800000000000005
No.2072: 0.183606, 6.100000000000003, 7.800000000000005
No.2073: 0.190652, 6.200000000000004, 7.800000000000005
No.2074: 0.198942, 6.300000000000004, 7.800000000000005
No.2075: 0.208065, 6.400000000000004, 7.800000000000005
No.2076: 0.217735, 6.5000000000000036, 7.800000000000005
No.2077: 0.227742, 6.600000000000004, 7.800000000000005
No.2078: 0.238158, 6.700000000000005, 7.800000000000005
No.2079: 0.249061, 6.800000000000004, 7.800000000000005
No.2080: 0.2604, 6.900000000000004, 7.800000000000005
No.2081: 0.272381, 7.000000000000004, 7.800000000000005
No.2082: 0.285348, 7.100000000000005, 7.800000000000005
No.2083: 0.296977, 7.200000000000005, 7.800000000000005
No.2084: 0.305897, 7.300000000000004, 7.800000000000005
No.2085: 0.313939, 7.400000000000005, 7.800000000000005
No.2086: 0.320007, 7.500000000000005, 7.800000000000005
No.2087: 0.317295, 7.600000000000005, 7.800000000000005
No.2088: 0.317986, 7.700000000000005, 7.800000000000005
No.2089: 0.323253, 7.800000000000005, 7.800000000000005
No.2090: 0.333482, 7.900000000000006, 7.800000000000005
No.2091: 0.345668, 8.000000000000005, 7.800000000000005
No.2092: 0.357982, 8.100000000000005, 7.800000000000005
No.2093: 0.370321, 8.200000000000006, 7.800000000000005
No.2094: 0.358517, 8.300000000000006, 7.800000000000005
No.2095: 0.377562, 8.400000000000006, 7.800000000000005
No.2096: 0.427481, 8.500000000000005, 7.800000000000005
No.2097: 0.494029, 8.600000000000005, 7.800000000000005
No.2098: 99999.999, 8.700000000000006, 7.800000000000005
No.2099: 99999.999, 8.800000000000006, 7.800000000000005
No.2100: 99999.999, 8.900000000000006, 7.800000000000005

No.2101: 99999.999, 2.0, 8.000000000000005
No.2102: 1.842127, 2.1, 8.000000000000005
No.2103: 1.824255, 2.2, 8.000000000000005
No.2104: 1.824255, 2.3000000000000003, 8.000000000000005
No.2105: 1.747819, 2.4000000000000004, 8.000000000000005
No.2106: 1.699439, 2.5000000000000004, 8.000000000000005
No.2107: 1.625523, 2.6000000000000005, 8.000000000000005
No.2108: 1.496169, 2.7000000000000006, 8.000000000000005
No.2109: 1.132423, 2.8000000000000007, 8.000000000000005
No.2110: 0.891252, 2.900000000000001, 8.000000000000005
No.2111: 0.647485, 3.000000000000001, 8.000000000000005
No.2112: 0.515788, 3.100000000000001, 8.000000000000005
No.2113: 0.424466, 3.200000000000001, 8.000000000000005
No.2114: 0.382221, 3.300000000000001, 8.000000000000005
No.2115: 0.364195, 3.4000000000000012, 8.000000000000005
No.2116: 0.355301, 3.5000000000000013, 8.000000000000005
No.2117: 0.349758, 3.6000000000000014, 8.000000000000005
No.2118: 0.344613, 3.7000000000000015, 8.000000000000005
No.2119: 0.33568, 3.8000000000000016, 8.000000000000005
No.2120: 0.322818, 3.9000000000000017, 8.000000000000005
No.2121: 0.306804, 4.000000000000002, 8.000000000000005
No.2122: 0.288936, 4.100000000000001, 8.000000000000005
No.2123: 0.268502, 4.200000000000002, 8.000000000000005
No.2124: 0.249703, 4.3000000000000025, 8.000000000000005
No.2125: 0.233675, 4.400000000000002, 8.000000000000005
No.2126: 0.221238, 4.500000000000002, 8.000000000000005
No.2127: 0.22752, 4.600000000000002, 8.000000000000005
No.2128: 0.237009, 4.700000000000003, 8.000000000000005
No.2129: 0.250555, 4.8000000000000025, 8.000000000000005
No.2130: 0.237718, 4.900000000000002, 8.000000000000005
No.2131: 0.215813, 5.000000000000003, 8.000000000000005
No.2132: 0.199053, 5.100000000000003, 8.000000000000005
No.2133: 0.186084, 5.200000000000003, 8.000000000000005
No.2134: 0.175985, 5.3000000000000025, 8.000000000000005
No.2135: 0.168318, 5.400000000000003, 8.000000000000005
No.2136: 0.163608, 5.5000000000000036, 8.000000000000005
No.2137: 0.163506, 5.600000000000003, 8.000000000000005
No.2138: 0.165558, 5.700000000000003, 8.000000000000005
No.2139: 0.168583, 5.800000000000003, 8.000000000000005
No.2140: 0.168583, 5.900000000000004, 8.000000000000005
No.2141: 0.1778, 6.0000000000000036, 8.000000000000005
No.2142: 0.18419, 6.100000000000003, 8.000000000000005
No.2143: 0.191574, 6.200000000000004, 8.000000000000005
No.2144: 0.200076, 6.300000000000004, 8.000000000000005
No.2145: 0.20946, 6.400000000000004, 8.000000000000005
No.2146: 0.219398, 6.5000000000000036, 8.000000000000005
No.2147: 0.229747, 6.600000000000004, 8.000000000000005
No.2148: 0.240454, 6.700000000000005, 8.000000000000005
No.2149: 0.251724, 6.800000000000004, 8.000000000000005
No.2150: 0.26345, 6.900000000000004, 8.000000000000005
No.2151: 0.275976, 7.000000000000004, 8.000000000000005
No.2152: 0.289376, 7.100000000000005, 8.000000000000005
No.2153: 0.300477, 7.200000000000005, 8.000000000000005
No.2154: 0.30919, 7.300000000000004, 8.000000000000005
No.2155: 0.316999, 7.400000000000005, 8.000000000000005
No.2156: 0.319772, 7.500000000000005, 8.000000000000005
No.2157: 0.317018, 7.600000000000005, 8.000000000000005
No.2158: 0.320147, 7.700000000000005, 8.000000000000005
No.2159: 0.326406, 7.800000000000005, 8.000000000000005
No.2160: 0.338485, 7.900000000000006, 8.000000000000005
No.2161: 0.350912, 8.000000000000005, 8.000000000000005
No.2162: 0.363659, 8.100000000000005, 8.000000000000005
No.2163: 0.371277, 8.200000000000006, 8.000000000000005
No.2164: 0.362117, 8.300000000000006, 8.000000000000005
No.2165: 0.398225, 8.400000000000006, 8.000000000000005
No.2166: 0.459837, 8.500000000000005, 8.000000000000005
No.2167: 99999.999, 8.600000000000005, 8.000000000000005
No.2168: 99999.999, 8.700000000000006, 8.000000000000005
No.2169: 99999.999, 8.800000000000006, 8.000000000000005
No.2170: 99999.999, 8.900000000000006, 8.000000000000005

No.2171: 99999.999, 2.0, 8.200000000000006
No.2172: 1.839827, 2.1, 8.200000000000006
No.2173: 1.839827, 2.2, 8.200000000000006
No.2174: 1.787176, 2.3000000000000003, 8.200000000000006
No.2175: 1.746187, 2.4000000000000004, 8.200000000000006
No.2176: 1.701775, 2.5000000000000004, 8.200000000000006
No.2177: 1.634156, 2.6000000000000005, 8.200000000000006
No.2178: 1.526742, 2.7000000000000006, 8.200000000000006
No.2179: 1.153726, 2.8000000000000007, 8.200000000000006
No.2180: 0.915574, 2.900000000000001, 8.200000000000006
No.2181: 0.665813, 3.000000000000001, 8.200000000000006
No.2182: 0.526245, 3.100000000000001, 8.200000000000006
No.2183: 0.431068, 3.200000000000001, 8.200000000000006
No.2184: 0.383214, 3.300000000000001, 8.200000000000006
No.2185: 0.363289, 3.4000000000000012, 8.200000000000006
No.2186: 0.353554, 3.5000000000000013, 8.200000000000006
No.2187: 0.348194, 3.6000000000000014, 8.200000000000006
No.2188: 0.343683, 3.7000000000000015, 8.200000000000006
No.2189: 0.33527, 3.8000000000000016, 8.200000000000006
No.2190: 0.322858, 3.9000000000000017, 8.200000000000006
No.2191: 0.307131, 4.000000000000002, 8.200000000000006
No.2192: 0.290084, 4.100000000000001, 8.200000000000006
No.2193: 0.269605, 4.200000000000002, 8.200000000000006
No.2194: 0.250646, 4.3000000000000025, 8.200000000000006
No.2195: 0.234389, 4.400000000000002, 8.200000000000006
No.2196: 0.221733, 4.500000000000002, 8.200000000000006
No.2197: 0.227624, 4.600000000000002, 8.200000000000006
No.2198: 0.236383, 4.700000000000003, 8.200000000000006
No.2199: 0.249133, 4.8000000000000025, 8.200000000000006
No.2200: 0.239116, 4.900000000000002, 8.200000000000006
No.2201: 0.217431, 5.000000000000003, 8.200000000000006
No.2202: 0.200672, 5.100000000000003, 8.200000000000006
No.2203: 0.187552, 5.200000000000003, 8.200000000000006
No.2204: 0.177254, 5.3000000000000025, 8.200000000000006
No.2205: 0.169189, 5.400000000000003, 8.200000000000006
No.2206: 0.164231, 5.5000000000000036, 8.200000000000006
No.2207: 0.164043, 5.600000000000003, 8.200000000000006
No.2208: 0.165972, 5.700000000000003, 8.200000000000006
No.2209: 0.168869, 5.800000000000003, 8.200000000000006
No.2210: 0.172368, 5.900000000000004, 8.200000000000006
No.2211: 0.178341, 6.0000000000000036, 8.200000000000006
No.2212: 0.184754, 6.100000000000003, 8.200000000000006
No.2213: 0.19235, 6.200000000000004, 8.200000000000006
No.2214: 0.201149, 6.300000000000004, 8.200000000000006
No.2215: 0.21077, 6.400000000000004, 8.200000000000006
No.2216: 0.221037, 6.5000000000000036, 8.200000000000006
No.2217: 0.231596, 6.600000000000004, 8.200000000000006
No.2218: 0.24268, 6.700000000000005, 8.200000000000006
No.2219: 0.254305, 6.800000000000004, 8.200000000000006
No.2220: 0.266513, 6.900000000000004, 8.200000000000006
No.2221: 0.279556, 7.000000000000004, 8.200000000000006
No.2222: 0.293061, 7.100000000000005, 8.200000000000006
No.2223: 0.303706, 7.200000000000005, 8.200000000000006
No.2224: 0.31216, 7.300000000000004, 8.200000000000006
No.2225: 0.320114, 7.400000000000005, 8.200000000000006
No.2226: 0.319859, 7.500000000000005, 8.200000000000006
No.2227: 0.317666, 7.600000000000005, 8.200000000000006
No.2228: 0.322149, 7.700000000000005, 8.200000000000006
No.2229: 0.331009, 7.800000000000005, 8.200000000000006
No.2230: 0.343433, 7.900000000000006, 8.200000000000006
No.2231: 0.35607, 8.000000000000005, 8.200000000000006
No.2232: 0.368714, 8.100000000000005, 8.200000000000006
No.2233: 0.359687, 8.200000000000006, 8.200000000000006
No.2234: 0.373943, 8.300000000000006, 8.200000000000006
No.2235: 0.424018, 8.400000000000006, 8.200000000000006
No.2236: 0.49337, 8.500000000000005, 8.200000000000006
No.2237: 99999.999, 8.600000000000005, 8.200000000000006
No.2238: 99999.999, 8.700000000000006, 8.200000000000006
No.2239: 99999.999, 8.800000000000006, 8.200000000000006
No.2240: 99999.999, 8.900000000000006, 8.200000000000006

No.2241: 99999.999, 2.0, 8.400000000000006
No.2242: 1.837669, 2.1, 8.400000000000006
No.2243: 1.837669, 2.2, 8.400000000000006
No.2244: 1.837669, 2.3000000000000003, 8.400000000000006
No.2245: 1.743107, 2.4000000000000004, 8.400000000000006
No.2246: 1.702007, 2.5000000000000004, 8.400000000000006
No.2247: 1.702007, 2.6000000000000005, 8.400000000000006
No.2248: 1.543914, 2.7000000000000006, 8.400000000000006
No.2249: 1.182947, 2.8000000000000007, 8.400000000000006
No.2250: 0.939924, 2.900000000000001, 8.400000000000006
No.2251: 0.684931, 3.000000000000001, 8.400000000000006
No.2252: 0.537948, 3.100000000000001, 8.400000000000006
No.2253: 0.43896, 3.200000000000001, 8.400000000000006
No.2254: 0.385022, 3.300000000000001, 8.400000000000006
No.2255: 0.362975, 3.4000000000000012, 8.400000000000006
No.2256: 0.352107, 3.5000000000000013, 8.400000000000006
No.2257: 0.34665, 3.6000000000000014, 8.400000000000006
No.2258: 0.342673, 3.7000000000000015, 8.400000000000006
No.2259: 0.334809, 3.8000000000000016, 8.400000000000006
No.2260: 0.322815, 3.9000000000000017, 8.400000000000006
No.2261: 0.307383, 4.000000000000002, 8.400000000000006
No.2262: 0.290616, 4.100000000000001, 8.400000000000006
No.2263: 0.270902, 4.200000000000002, 8.400000000000006
No.2264: 0.251741, 4.3000000000000025, 8.400000000000006
No.2265: 0.235285, 4.400000000000002, 8.400000000000006
No.2266: 0.222494, 4.500000000000002, 8.400000000000006
No.2267: 0.227945, 4.600000000000002, 8.400000000000006
No.2268: 0.236105, 4.700000000000003, 8.400000000000006
No.2269: 0.247999, 4.8000000000000025, 8.400000000000006
No.2270: 0.240649, 4.900000000000002, 8.400000000000006
No.2271: 0.219328, 5.000000000000003, 8.400000000000006
No.2272: 0.202634, 5.100000000000003, 8.400000000000006
No.2273: 0.189339, 5.200000000000003, 8.400000000000006
No.2274: 0.178759, 5.3000000000000025, 8.400000000000006
No.2275: 0.170287, 5.400000000000003, 8.400000000000006
No.2276: 0.165043, 5.5000000000000036, 8.400000000000006
No.2277: 0.164727, 5.600000000000003, 8.400000000000006
No.2278: 0.166449, 5.700000000000003, 8.400000000000006
No.2279: 0.16928, 5.800000000000003, 8.400000000000006
No.2280: 0.16928, 5.900000000000004, 8.400000000000006
No.2281: 0.178807, 6.0000000000000036, 8.400000000000006
No.2282: 0.185322, 6.100000000000003, 8.400000000000006
No.2283: 0.193144, 6.200000000000004, 8.400000000000006
No.2284: 0.202152, 6.300000000000004, 8.400000000000006
No.2285: 0.212004, 6.400000000000004, 8.400000000000006
No.2286: 0.22249, 6.5000000000000036, 8.400000000000006
No.2287: 0.233358, 6.600000000000004, 8.400000000000006
No.2288: 0.24482, 6.700000000000005, 8.400000000000006
No.2289: 0.256796, 6.800000000000004, 8.400000000000006
No.2290: 0.269468, 6.900000000000004, 8.400000000000006
No.2291: 0.283058, 7.000000000000004, 8.400000000000006
